Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X6,2019,Asia,Black,Diesel,Manual,4.7,175653,106824,7973,High
X3,2015,Middle East,Blue,Diesel,Manual,3.3,184001,82274,2362,Low
3 Series,2024,Asia,Black,Petrol,Automatic,4.3,191913,81487,8178,High
M3,2020,Asia,Red,Hybrid,Automatic,3.7,149544,105140,4669,Low
3 Series,2015,Africa,Blue,Hybrid,Automatic,2.2,114333,115497,8597,High
5 Series,2023,South America,Black,Hybrid,Automatic,3.3,177705,115233,9174,High
7 Series,2019,Africa,Blue,Diesel,Automatic,5.0,5386,82692,6491,Low
X6,2015,Asia,Silver,Petrol,Automatic,3.9,126284,65528,9804,High
7 Series,2023,Europe,Red,Electric,Automatic,3.5,127033,30347,3785,Low
5 Series,2010,Europe,Blue,Hybrid,Automatic,4.6,196648,38976,5233,Low
i8,2017,Africa,Red,Diesel,Automatic,3.6,192269,33499,357,Low
M3,2020,Asia,Grey,Diesel,Manual,2.6,143993,109265,8027,High
M5,2010,Asia,Silver,Hybrid,Automatic,2.5,62672,56731,8639,High
X1,2011,South America,Silver,Diesel,Manual,3.3,151953,65104,7211,High
M5,2016,Asia,Silver,Diesel,Automatic,2.9,163812,88181,148,Low
M5,2017,Asia,White,Diesel,Manual,4.1,195222,92338,1242,Low
3 Series,2021,South America,White,Electric,Manual,3.1,124073,67816,4151,Low
X6,2022,Middle East,Black,Diesel,Automatic,2.8,85904,73108,102,Low
3 Series,2016,Africa,Grey,Hybrid,Automatic,4.5,34056,110714,8004,High
X5,2015,North America,Grey,Diesel,Manual,2.0,30859,99436,185,Low
X6,2024,Middle East,Black,Petrol,Automatic,4.5,144781,32908,7285,High
X3,2012,South America,Grey,Diesel,Manual,3.0,30083,115274,3992,Low
X5,2019,Africa,White,Hybrid,Automatic,4.7,141590,33922,5193,Low
M3,2020,North America,Red,Petrol,Automatic,3.7,87631,63181,2585,Low
X1,2016,North America,Grey,Petrol,Manual,4.5,39269,102584,2619,Low
i3,2012,Africa,Grey,Electric,Manual,4.0,18773,65314,5858,Low
X5,2015,Africa,Silver,Petrol,Manual,3.2,87849,106712,8919,High
M5,2022,Africa,Blue,Petrol,Automatic,3.8,88107,110775,4921,Low
5 Series,2024,Africa,Silver,Petrol,Automatic,1.5,58174,35098,6305,Low
M3,2011,Asia,Blue,Petrol,Manual,4.4,114088,50312,9324,High
3 Series,2024,Europe,Grey,Hybrid,Automatic,3.5,179808,88097,6634,Low
7 Series,2021,South America,White,Electric,Automatic,1.6,44190,116548,2893,Low
X1,2023,South America,Grey,Petrol,Automatic,2.1,69335,48665,3762,Low
M3,2015,Europe,Blue,Hybrid,Manual,3.7,174454,39009,2398,Low
M5,2023,South America,Silver,Hybrid,Manual,4.7,117163,91350,4303,Low
7 Series,2020,Middle East,Black,Diesel,Automatic,3.9,195962,48370,6719,Low
X5,2021,South America,Blue,Petrol,Automatic,4.5,16786,83724,7617,High
3 Series,2013,Europe,Black,Hybrid,Automatic,4.2,80631,60635,4417,Low
M3,2023,Middle East,Grey,Hybrid,Manual,3.4,57600,88962,6376,Low
M3,2019,Europe,Blue,Hybrid,Manual,3.0,96388,81544,3756,Low
5 Series,2013,Europe,Red,Petrol,Manual,2.3,118933,62369,7886,High
i3,2011,Middle East,Grey,Petrol,Automatic,3.7,64286,108762,4404,Low
M5,2016,Europe,Silver,Electric,Automatic,4.0,67705,82567,4974,Low
7 Series,2015,North America,Silver,Petrol,Manual,2.0,94963,35259,5690,Low
X1,2014,South America,Blue,Hybrid,Manual,4.7,31558,77808,149,Low
5 Series,2019,North America,Grey,Hybrid,Manual,2.8,15545,46158,1359,Low
i3,2023,Europe,Blue,Hybrid,Manual,2.0,134040,75396,1326,Low
5 Series,2018,Europe,Red,Electric,Automatic,2.7,51876,31583,6488,Low
X1,2023,Asia,Red,Electric,Automatic,2.5,26834,77497,5961,Low
7 Series,2013,North America,Black,Electric,Manual,4.4,123817,77113,7656,High
M5,2014,Asia,Red,Electric,Manual,1.9,121518,76176,4299,Low
i8,2015,Europe,White,Diesel,Manual,3.1,153622,44554,2134,Low
M5,2016,South America,White,Hybrid,Manual,4.5,149737,115707,2994,Low
X1,2023,North America,Grey,Petrol,Manual,2.3,118264,31079,9987,High
3 Series,2021,Europe,Red,Diesel,Automatic,3.6,118171,76321,7533,High
i8,2017,Europe,Silver,Petrol,Automatic,1.8,83976,95526,9948,High
7 Series,2010,South America,Silver,Electric,Manual,4.7,119396,44351,8442,High
i3,2020,Middle East,White,Diesel,Automatic,4.1,106917,100775,8815,High
M5,2017,North America,Red,Hybrid,Manual,4.0,169190,35969,4944,Low
3 Series,2018,Middle East,White,Petrol,Automatic,4.7,55595,45807,3126,Low
i8,2013,Middle East,Grey,Diesel,Automatic,4.5,42356,77428,6838,Low
3 Series,2014,Africa,Red,Electric,Automatic,2.4,37379,46165,1793,Low
i8,2023,North America,Black,Electric,Automatic,4.4,158294,77513,4232,Low
X6,2010,Europe,Blue,Petrol,Automatic,2.9,3587,57347,937,Low
i3,2018,Africa,Silver,Electric,Automatic,1.5,412,46385,5041,Low
X1,2017,North America,Silver,Petrol,Automatic,3.7,126930,101801,1309,Low
X5,2013,Middle East,Grey,Electric,Automatic,2.2,117099,48331,8507,High
3 Series,2015,Africa,White,Diesel,Automatic,3.1,11445,69385,7674,High
X6,2013,Asia,White,Diesel,Automatic,3.1,91373,95904,8927,High
7 Series,2020,Middle East,Black,Diesel,Manual,3.9,11465,46964,1132,Low
X6,2014,Asia,Grey,Diesel,Manual,3.0,39569,104565,1009,Low
M5,2016,Asia,Blue,Hybrid,Automatic,3.8,104905,112187,2905,Low
X6,2020,Europe,White,Diesel,Manual,2.6,148481,72809,8548,High
i3,2023,South America,Blue,Petrol,Automatic,2.1,140129,60411,2846,Low
i3,2018,Middle East,White,Electric,Automatic,2.7,175851,55099,9765,High
X3,2024,Asia,Black,Diesel,Manual,4.4,165597,67305,3449,Low
X5,2022,South America,White,Diesel,Automatic,1.6,116271,54886,4375,Low
3 Series,2015,Africa,Black,Diesel,Manual,2.4,168031,34970,3599,Low
X5,2019,Asia,Grey,Petrol,Manual,4.4,124099,75234,2063,Low
X3,2014,Asia,Red,Petrol,Manual,2.7,177802,54043,6682,Low
X6,2023,Africa,Grey,Petrol,Automatic,3.7,114522,42605,6284,Low
X3,2018,Asia,Red,Hybrid,Manual,2.5,28682,70904,2549,Low
X3,2022,Europe,Blue,Electric,Automatic,3.9,153298,62037,1006,Low
X1,2013,Africa,White,Diesel,Automatic,3.8,37655,75834,6064,Low
M5,2024,Middle East,Black,Diesel,Manual,2.9,98966,60187,5189,Low
i3,2015,Europe,White,Electric,Automatic,2.1,67682,67658,7958,High
X6,2023,North America,White,Electric,Manual,4.9,5081,69193,8531,High
M5,2015,Africa,Black,Petrol,Manual,4.4,2373,65116,6644,Low
X6,2010,Europe,Silver,Electric,Manual,3.0,133787,35782,4252,Low
M3,2015,North America,Silver,Hybrid,Automatic,2.5,172798,82074,7522,High
X1,2018,Middle East,Blue,Petrol,Automatic,4.5,18028,41293,7688,High
X1,2013,Middle East,Blue,Electric,Automatic,2.2,99609,92703,652,Low
X1,2013,Asia,Silver,Petrol,Manual,1.6,161506,93535,8644,High
X5,2015,Middle East,White,Petrol,Manual,4.0,135779,91921,6330,Low
M5,2021,Europe,Blue,Hybrid,Automatic,2.1,123826,76425,8305,High
5 Series,2011,Europe,Blue,Electric,Manual,4.7,181084,42179,633,Low
i3,2016,Africa,Silver,Petrol,Manual,4.7,86280,68888,9641,High
X1,2014,Asia,White,Electric,Manual,3.1,183808,59728,1852,Low
X1,2016,North America,Black,Electric,Automatic,2.7,176620,119935,8862,High
3 Series,2010,Asia,Silver,Petrol,Automatic,2.9,173865,88944,6777,Low
X6,2013,South America,Silver,Hybrid,Automatic,3.1,165601,35078,9282,High
M3,2012,Europe,Silver,Electric,Automatic,1.7,31030,48347,5571,Low
M5,2023,Europe,Red,Petrol,Manual,2.7,189019,69301,5009,Low
i8,2022,Europe,Silver,Petrol,Automatic,4.6,148082,50697,4365,Low
7 Series,2015,Middle East,Blue,Electric,Manual,4.0,19103,41549,1972,Low
X6,2018,North America,Black,Petrol,Manual,4.2,56302,107136,6551,Low
i8,2012,Middle East,Silver,Hybrid,Automatic,1.7,23799,116953,7133,High
M5,2021,Asia,White,Hybrid,Manual,4.4,8238,79903,1887,Low
X1,2016,North America,Black,Petrol,Manual,4.6,89729,71845,791,Low
i3,2010,North America,Blue,Petrol,Manual,3.6,194884,110308,4093,Low
i3,2017,Europe,White,Electric,Manual,4.4,195078,50630,8188,High
i8,2022,Europe,Black,Electric,Manual,2.8,46194,66527,1889,Low
X3,2024,North America,Grey,Electric,Manual,4.2,162185,84831,9122,High
M3,2022,Africa,Red,Electric,Automatic,3.7,103855,117841,1472,Low
M3,2015,Asia,Silver,Hybrid,Manual,4.8,68192,51886,4112,Low
7 Series,2024,North America,Blue,Hybrid,Automatic,4.7,18313,85311,6991,Low
3 Series,2011,Middle East,Grey,Petrol,Manual,3.5,96904,100514,1485,Low
X1,2022,South America,Grey,Petrol,Manual,2.3,98313,112485,3690,Low
i3,2010,North America,Black,Electric,Manual,4.7,9348,100314,2789,Low
M3,2022,Africa,Blue,Diesel,Manual,3.8,43815,90505,501,Low
X1,2010,Asia,Blue,Electric,Automatic,1.9,65355,74675,2899,Low
M3,2023,Europe,White,Hybrid,Automatic,2.4,161144,58466,8582,High
7 Series,2022,Africa,Red,Petrol,Manual,4.5,188949,55860,7545,High
i3,2019,Asia,Silver,Hybrid,Manual,3.2,7995,42046,803,Low
7 Series,2019,Middle East,Black,Electric,Automatic,4.6,44161,91688,148,Low
X1,2018,Europe,Blue,Hybrid,Automatic,2.1,127513,119518,4335,Low
3 Series,2023,Europe,Blue,Diesel,Automatic,3.8,122767,109983,8569,High
X5,2011,South America,Red,Hybrid,Manual,2.2,158189,62743,9380,High
M5,2014,Europe,Silver,Petrol,Manual,2.0,40580,84499,3575,Low
7 Series,2015,Europe,Blue,Hybrid,Manual,2.5,51897,63634,6860,Low
X1,2023,Asia,Grey,Diesel,Manual,3.6,147631,61245,1477,Low
X6,2022,Asia,Silver,Diesel,Manual,4.9,91362,39620,9695,High
M3,2012,Africa,Blue,Diesel,Manual,2.5,25148,35582,1732,Low
7 Series,2019,Africa,Black,Petrol,Manual,3.2,69011,103230,2418,Low
i8,2011,Middle East,Silver,Petrol,Automatic,2.3,137343,116737,5633,Low
5 Series,2024,North America,Blue,Hybrid,Manual,3.3,157616,64217,3630,Low
3 Series,2020,Africa,Silver,Diesel,Automatic,3.3,182077,59951,2355,Low
7 Series,2024,Europe,Silver,Hybrid,Manual,4.6,59281,49440,6419,Low
X1,2014,South America,Red,Electric,Manual,2.1,155995,35110,8771,High
X1,2020,Europe,Black,Petrol,Automatic,1.9,78418,80576,7047,High
5 Series,2014,South America,Red,Electric,Automatic,2.9,179424,62217,4481,Low
5 Series,2024,Europe,Grey,Petrol,Manual,2.8,52058,74016,2937,Low
X5,2023,North America,Grey,Hybrid,Manual,3.7,76041,54535,2044,Low
X1,2016,South America,Black,Hybrid,Automatic,4.4,127996,91300,9908,High
5 Series,2012,Asia,White,Diesel,Automatic,4.4,129255,75357,9476,High
i3,2019,Asia,Blue,Electric,Automatic,3.1,126717,79746,1871,Low
5 Series,2015,Europe,White,Electric,Automatic,2.1,15274,52120,2841,Low
X6,2018,Middle East,Blue,Hybrid,Manual,3.4,83167,44755,2865,Low
3 Series,2015,Africa,Silver,Hybrid,Automatic,2.9,76569,86632,6145,Low
X6,2018,South America,Red,Hybrid,Automatic,3.3,12115,60620,6312,Low
5 Series,2022,Middle East,Blue,Hybrid,Automatic,2.0,166009,72248,7498,High
X5,2024,Asia,Silver,Petrol,Manual,4.6,102398,79130,540,Low
5 Series,2013,Asia,Red,Hybrid,Manual,1.7,16512,101677,9600,High
i8,2020,South America,Silver,Diesel,Automatic,2.8,15546,81439,1467,Low
M3,2022,North America,White,Hybrid,Automatic,4.2,93509,39099,5328,Low
5 Series,2011,Middle East,Black,Electric,Manual,2.9,123557,50405,8263,High
X1,2018,North America,Black,Electric,Manual,4.0,86274,79871,822,Low
i8,2022,South America,Black,Petrol,Manual,2.2,84755,92127,8924,High
i8,2018,North America,Grey,Diesel,Automatic,3.8,38389,118912,6323,Low
X1,2011,Africa,Silver,Electric,Manual,2.7,77244,70878,1066,Low
X5,2011,Europe,Grey,Diesel,Automatic,2.5,24301,118721,5857,Low
i8,2024,Europe,White,Petrol,Automatic,4.9,167311,32314,9082,High
X3,2019,Middle East,Silver,Diesel,Automatic,3.0,142210,81872,3721,Low
5 Series,2018,Middle East,Red,Electric,Automatic,1.9,137694,109699,6349,Low
i3,2022,Middle East,White,Petrol,Manual,3.7,2333,91811,6815,Low
3 Series,2023,South America,Grey,Diesel,Manual,5.0,85304,70757,8536,High
i3,2024,South America,Grey,Hybrid,Automatic,2.1,63340,48042,2736,Low
i8,2021,Europe,Blue,Petrol,Manual,4.4,37592,79511,7074,High
X6,2023,North America,Blue,Petrol,Automatic,3.7,78012,111356,6561,Low
i3,2017,North America,Blue,Petrol,Manual,3.7,187196,106652,2679,Low
5 Series,2021,Asia,Black,Electric,Manual,4.7,195863,77381,204,Low
X3,2011,Europe,Silver,Petrol,Manual,2.5,130313,105154,4852,Low
X5,2018,Middle East,Red,Petrol,Automatic,3.4,197196,47444,252,Low
i8,2012,North America,Black,Hybrid,Automatic,2.5,130343,91964,5087,Low
X6,2014,Middle East,Grey,Hybrid,Automatic,1.9,190661,74154,8913,High
X1,2018,South America,Black,Electric,Automatic,4.9,176986,102256,5583,Low
X6,2022,Asia,White,Electric,Automatic,2.2,104452,79395,4797,Low
M3,2017,Middle East,Blue,Hybrid,Manual,1.9,70017,57640,8115,High
5 Series,2018,Europe,Black,Hybrid,Manual,1.7,140835,59430,3038,Low
i8,2018,Europe,White,Hybrid,Manual,1.7,32808,119954,6268,Low
i8,2018,Middle East,Black,Petrol,Manual,2.4,91709,54573,5343,Low
3 Series,2019,Europe,Blue,Petrol,Manual,2.6,151136,95740,116,Low
X6,2012,Africa,Grey,Petrol,Manual,2.3,12875,103262,1304,Low
3 Series,2024,Middle East,Red,Diesel,Automatic,4.4,98063,85782,4881,Low
M3,2019,Middle East,Red,Hybrid,Automatic,3.6,98066,106705,9142,High
X5,2017,Middle East,White,Diesel,Automatic,3.9,142890,66817,3023,Low
7 Series,2021,Europe,Silver,Hybrid,Manual,1.7,47296,81930,9934,High
M5,2010,North America,Blue,Petrol,Manual,3.7,41719,63169,5218,Low
5 Series,2019,Asia,White,Hybrid,Manual,1.6,10318,68540,8968,High
X3,2020,South America,Black,Hybrid,Automatic,2.8,122252,74555,3023,Low
7 Series,2019,Europe,Grey,Petrol,Manual,2.0,84581,77147,8883,High
i8,2017,Europe,Black,Electric,Manual,3.4,191243,103848,7231,High
5 Series,2020,Europe,Silver,Electric,Automatic,4.7,166765,111622,3348,Low
7 Series,2017,Europe,White,Electric,Automatic,1.7,194451,78901,864,Low
5 Series,2016,North America,Red,Electric,Automatic,1.8,91890,55170,2385,Low
M5,2019,South America,Red,Electric,Manual,3.9,111861,110545,9495,High
M3,2015,South America,Grey,Electric,Automatic,3.8,159746,57324,8367,High
3 Series,2011,South America,Grey,Diesel,Automatic,2.5,58358,80414,193,Low
5 Series,2011,South America,Grey,Diesel,Manual,3.5,165192,39265,4163,Low
i8,2020,South America,Silver,Petrol,Automatic,1.6,31158,105949,7805,High
X1,2013,North America,Red,Hybrid,Manual,4.6,42243,93193,5789,Low
i8,2024,South America,White,Hybrid,Automatic,2.0,158202,100376,7203,High
i3,2013,Middle East,Red,Hybrid,Manual,3.0,157314,76576,2461,Low
3 Series,2019,South America,Silver,Electric,Manual,4.1,177848,40570,2044,Low
X6,2022,Europe,Grey,Diesel,Manual,2.0,82165,43127,253,Low
X1,2023,South America,Blue,Petrol,Manual,2.3,142592,94459,7423,High
X1,2011,Europe,Black,Electric,Automatic,2.2,21562,80938,2585,Low
X6,2016,North America,Silver,Petrol,Manual,4.6,99191,47279,4984,Low
i3,2013,Middle East,Grey,Diesel,Automatic,2.9,194738,83633,2006,Low
5 Series,2016,Asia,Silver,Electric,Manual,2.8,63421,67654,2068,Low
X3,2017,South America,White,Petrol,Manual,2.1,88469,86437,2752,Low
5 Series,2019,Europe,Black,Hybrid,Automatic,3.6,187884,76115,996,Low
X3,2024,Europe,Grey,Petrol,Manual,3.2,90910,46897,8275,High
i3,2012,South America,White,Hybrid,Automatic,2.3,151582,112471,5319,Low
X5,2011,Europe,Black,Hybrid,Manual,2.9,24107,73925,4374,Low
M3,2012,North America,Grey,Hybrid,Automatic,1.6,140480,81010,5316,Low
M5,2017,Middle East,Grey,Petrol,Automatic,3.2,5422,31701,4083,Low
5 Series,2018,Middle East,Silver,Petrol,Manual,2.6,54762,116230,8095,High
M5,2015,Africa,Grey,Diesel,Automatic,1.8,55171,108210,1741,Low
i8,2014,Middle East,Red,Diesel,Manual,2.6,17261,55426,3785,Low
X6,2014,Europe,Silver,Hybrid,Automatic,2.8,6884,51846,2560,Low
M3,2018,Europe,White,Electric,Manual,3.2,125361,61500,5554,Low
X1,2015,Asia,Silver,Hybrid,Manual,3.7,58902,73846,7394,High
7 Series,2021,Middle East,Grey,Hybrid,Manual,3.6,56158,80380,7622,High
X6,2014,Asia,White,Petrol,Automatic,2.9,11747,113065,1453,Low
i3,2015,South America,Black,Electric,Automatic,3.4,47034,34085,8875,High
M3,2012,South America,Red,Diesel,Automatic,2.6,52641,38892,160,Low
X6,2023,North America,White,Electric,Automatic,4.8,5599,81746,7755,High
3 Series,2010,Middle East,Grey,Hybrid,Manual,3.4,171521,57276,6101,Low
X3,2014,North America,Red,Electric,Manual,2.9,119285,71637,896,Low
X3,2023,Asia,White,Diesel,Manual,3.0,95438,81356,4935,Low
M5,2023,Europe,Silver,Petrol,Automatic,2.8,87940,52727,9233,High
3 Series,2017,Asia,Grey,Diesel,Manual,3.4,18653,34869,7267,High
M5,2019,South America,Red,Petrol,Automatic,4.8,6596,105315,6015,Low
i3,2016,South America,Blue,Diesel,Automatic,4.3,75830,117944,4442,Low
5 Series,2016,Middle East,White,Petrol,Automatic,4.6,154615,49057,5719,Low
7 Series,2024,North America,Black,Diesel,Automatic,1.7,159847,105818,5946,Low
X5,2019,Europe,White,Petrol,Automatic,4.2,96667,46763,3908,Low
7 Series,2013,Middle East,Red,Diesel,Automatic,3.8,107778,103737,2794,Low
i8,2023,Middle East,Grey,Hybrid,Manual,2.4,55767,109672,2919,Low
5 Series,2022,Africa,Blue,Electric,Automatic,1.9,147952,39275,2077,Low
3 Series,2020,South America,Black,Electric,Manual,4.2,132634,48986,4894,Low
3 Series,2022,South America,Grey,Diesel,Manual,2.6,156485,84882,3768,Low
3 Series,2021,Europe,Blue,Petrol,Automatic,4.7,23699,69032,9925,High
X3,2020,Asia,Black,Petrol,Automatic,2.8,175705,101268,830,Low
X5,2017,South America,Silver,Hybrid,Automatic,2.1,108542,101897,8007,High
X3,2016,Europe,Red,Petrol,Automatic,3.2,122801,30197,9038,High
i8,2011,Middle East,Silver,Diesel,Automatic,2.1,147619,45161,7313,High
X6,2016,Africa,Grey,Petrol,Manual,1.5,135180,45779,949,Low
X6,2020,Middle East,White,Electric,Automatic,4.1,127982,52495,6951,Low
X3,2019,Middle East,Blue,Petrol,Manual,3.0,106244,56851,8142,High
5 Series,2011,South America,Grey,Hybrid,Automatic,4.1,138435,58170,1397,Low
X1,2015,Europe,Black,Petrol,Manual,3.6,32723,42210,1260,Low
X3,2010,Africa,Grey,Hybrid,Manual,4.2,158043,55462,7748,High
5 Series,2013,Middle East,Silver,Diesel,Automatic,3.7,106196,43370,5601,Low
M5,2019,Africa,White,Petrol,Automatic,2.0,176980,49241,9127,High
i8,2010,South America,Grey,Hybrid,Manual,3.7,104762,38845,9986,High
5 Series,2023,Europe,Grey,Hybrid,Manual,2.5,143517,102977,3610,Low
X5,2018,North America,Silver,Hybrid,Manual,3.4,188404,63832,702,Low
X6,2010,North America,Silver,Petrol,Automatic,3.2,157374,75286,8480,High
M5,2021,South America,White,Petrol,Manual,2.5,186335,119546,6898,Low
X6,2017,Europe,Grey,Hybrid,Automatic,1.9,131117,88770,7352,High
M5,2023,Middle East,Silver,Petrol,Manual,3.5,120421,36067,3233,Low
7 Series,2024,Europe,Black,Electric,Automatic,2.1,33502,33880,2228,Low
5 Series,2023,Europe,Red,Petrol,Automatic,3.0,30168,60869,2858,Low
i8,2021,Europe,Black,Diesel,Manual,3.7,164323,50926,1763,Low
X3,2015,Africa,White,Hybrid,Manual,2.0,48856,69657,8063,High
M5,2011,South America,Red,Electric,Manual,4.0,79173,108839,1831,Low
i3,2014,Asia,White,Hybrid,Automatic,2.5,197370,60571,1853,Low
i3,2022,Middle East,White,Hybrid,Automatic,3.3,108058,118825,692,Low
X6,2024,South America,Black,Diesel,Manual,2.7,153310,35632,6212,Low
X6,2019,Europe,White,Hybrid,Manual,1.6,109799,52820,1086,Low
X1,2014,North America,White,Diesel,Manual,2.3,126048,32564,2347,Low
7 Series,2013,Europe,Blue,Diesel,Manual,2.0,183450,31851,4423,Low
X5,2012,North America,Silver,Diesel,Automatic,2.0,65795,86997,6196,Low
i3,2024,Europe,Grey,Petrol,Automatic,3.8,5318,86663,9486,High
i3,2022,Asia,Silver,Diesel,Manual,4.6,161807,47862,8546,High
M3,2018,North America,Grey,Electric,Automatic,2.9,170602,71668,6159,Low
5 Series,2016,North America,White,Electric,Automatic,2.6,57945,45830,708,Low
3 Series,2015,North America,Red,Hybrid,Manual,3.1,120214,104622,6118,Low
5 Series,2020,Middle East,Grey,Electric,Manual,2.5,130378,111832,4754,Low
M3,2023,Europe,Red,Electric,Automatic,4.5,192777,99764,1875,Low
3 Series,2013,North America,Blue,Hybrid,Automatic,4.2,175758,113236,3415,Low
7 Series,2024,North America,Grey,Hybrid,Automatic,3.8,179630,48366,6974,Low
X6,2020,Middle East,White,Electric,Automatic,3.5,2125,33069,5771,Low
X1,2024,North America,Blue,Hybrid,Automatic,3.6,153613,111419,8480,High
i3,2018,North America,Black,Petrol,Automatic,4.9,23415,71634,7804,High
i8,2011,Middle East,Red,Petrol,Automatic,4.7,143170,39213,8299,High
M5,2011,Asia,Black,Electric,Manual,4.9,41568,104910,8878,High
M5,2018,Africa,Red,Petrol,Automatic,2.2,197293,80551,8388,High
i8,2014,North America,Grey,Diesel,Automatic,2.4,191907,48289,6126,Low
X3,2011,Asia,Silver,Petrol,Manual,2.9,194663,74392,5868,Low
M5,2014,Africa,Black,Electric,Manual,2.2,142507,30524,7076,High
X5,2013,Africa,Grey,Hybrid,Manual,4.4,121066,35343,6536,Low
3 Series,2021,North America,Grey,Petrol,Manual,5.0,168369,115370,3699,Low
X5,2022,Europe,Silver,Petrol,Manual,2.6,4251,119509,8556,High
5 Series,2010,South America,Grey,Hybrid,Automatic,4.0,100960,81361,8113,High
X1,2010,Middle East,White,Hybrid,Manual,2.5,7522,117842,6616,Low
X5,2013,Africa,Grey,Diesel,Automatic,2.5,123286,63986,8245,High
7 Series,2014,Asia,White,Hybrid,Manual,3.8,50245,84626,2197,Low
3 Series,2011,North America,Silver,Hybrid,Automatic,4.0,27221,112982,2194,Low
X5,2012,Middle East,Blue,Diesel,Manual,4.5,66211,113435,8368,High
i8,2014,Middle East,White,Diesel,Manual,3.7,124833,37038,4681,Low
3 Series,2016,Asia,Grey,Hybrid,Manual,2.5,124606,83749,6742,Low
3 Series,2022,Asia,White,Diesel,Automatic,2.1,146575,91882,129,Low
7 Series,2015,Asia,Silver,Diesel,Manual,4.9,91858,67260,7771,High
7 Series,2021,South America,Black,Hybrid,Automatic,4.7,125667,76552,4833,Low
X6,2015,Asia,Grey,Diesel,Automatic,4.1,55250,46122,6641,Low
3 Series,2019,North America,Silver,Hybrid,Automatic,1.5,91321,111544,9861,High
X3,2015,Europe,Silver,Electric,Manual,3.2,159812,67210,7142,High
7 Series,2020,Africa,Black,Petrol,Automatic,4.3,149757,34436,8336,High
X6,2011,Asia,Silver,Hybrid,Automatic,4.9,20307,63323,8503,High
3 Series,2011,Africa,Silver,Electric,Manual,4.3,171761,83021,7148,High
3 Series,2018,Europe,Black,Petrol,Automatic,3.7,166949,41234,5840,Low
