Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Prediction_Price_USD,Price_USD
3 Series,2023,Middle East,Silver,Electric,Automatic,3.8,127716,9209,High,75329.34072,31422
7 Series,2013,Asia,Blue,Diesel,Manual,3.7,53869,7569,High,76306.95791,118945
X1,2015,Europe,Silver,Hybrid,Automatic,4.8,152886,8631,High,74998.54858,46444
M5,2016,South America,Grey,Hybrid,Automatic,4.5,144887,1551,Low,73323.75404,31680
X3,2024,Asia,Grey,Diesel,Automatic,4.8,198972,2601,Low,75306.72004,105503
3 Series,2024,South America,Red,Electric,Manual,1.6,19501,358,Low,75868.26892,85901
M5,2018,North America,Red,Petrol,Automatic,4.1,113845,3829,Low,74468.68678,82951
i3,2013,Middle East,Grey,Petrol,Manual,4.6,121951,4257,Low,73363.98327,115306
3 Series,2024,Africa,White,Hybrid,Automatic,2.5,28185,3958,Low,75940.23943,31991
X5,2017,South America,Blue,Electric,Automatic,1.6,171005,9500,High,75228.18879,75137
5 Series,2021,North America,Silver,Hybrid,Manual,4.1,105727,1054,Low,75422.6469,47702
5 Series,2021,Asia,Blue,Hybrid,Automatic,2.5,180452,2344,Low,76394.31318,115330
X3,2021,Middle East,White,Diesel,Manual,2.3,167130,222,Low,75080.70249,87588
3 Series,2011,North America,Silver,Hybrid,Manual,2.7,9512,9140,High,74783.02427,90906
X5,2017,Middle East,Black,Hybrid,Automatic,2.7,198843,322,Low,73790.16154,53309
3 Series,2012,Middle East,Black,Electric,Manual,4.4,75519,2336,Low,74593.36063,48931
X3,2013,North America,Silver,Petrol,Automatic,2.3,133452,9556,High,74984.3431,34728
M3,2024,Africa,Silver,Petrol,Manual,3.2,28200,4907,Low,75581.98414,42588
X5,2019,Middle East,Grey,Hybrid,Automatic,4.3,139570,9414,High,73044.00175,80745
5 Series,2015,Europe,Black,Hybrid,Manual,1.7,64796,7853,High,74823.68462,82806
X5,2016,Africa,Blue,Electric,Automatic,4.2,74010,6786,Low,75289.25223,66553
7 Series,2011,South America,Red,Petrol,Automatic,2,132702,5794,Low,75430.99639,38256
X3,2010,Middle East,Silver,Electric,Manual,2.7,170140,7875,High,74118.31569,95716
i8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,9597,High,74223.41847,97301
3 Series,2014,Africa,Grey,Hybrid,Automatic,4,161102,6177,Low,74171.79091,32433
M5,2020,North America,Grey,Electric,Manual,1.7,81122,8515,High,73994.97293,82184
X1,2010,Africa,Red,Diesel,Automatic,4.9,77615,6509,Low,75182.20922,43478
5 Series,2017,North America,Blue,Petrol,Automatic,4,50924,6157,Low,76162.78663,95462
X1,2012,Asia,White,Electric,Automatic,2.5,115202,5394,Low,76539.14295,55781
7 Series,2017,Middle East,Grey,Petrol,Automatic,3.3,39074,5593,Low,74701.15276,119486
X5,2013,Middle East,Black,Electric,Automatic,1.6,123735,9324,High,74080.60076,95646
X1,2015,Europe,Silver,Petrol,Automatic,2,69967,9172,High,75539.99789,78227
X5,2022,North America,White,Petrol,Manual,1.6,178775,5779,Low,75243.17499,114972
i3,2023,Europe,Grey,Hybrid,Manual,2.9,167734,269,Low,74178.36282,94206
i8,2020,Asia,White,Hybrid,Manual,2.7,111872,288,Low,75904.92945,34401
5 Series,2010,South America,Silver,Hybrid,Automatic,1.8,34385,8750,High,74983.94031,38876
M3,2012,Asia,Grey,Hybrid,Manual,2.5,116458,7831,High,74245.5495,65187
i3,2014,Africa,White,Petrol,Manual,2.2,183495,8993,High,74754.52577,38493
7 Series,2023,North America,Blue,Electric,Automatic,2.9,190681,7168,High,76668.20898,38959
i3,2022,Asia,Blue,Diesel,Automatic,2.7,118045,8023,High,76291.68695,106865
5 Series,2015,Europe,Red,Diesel,Automatic,2.2,100994,1555,Low,75633.40953,39116
X6,2015,Asia,Blue,Hybrid,Manual,2.2,104158,5069,Low,74890.15782,71736
3 Series,2021,Asia,Blue,Diesel,Manual,2.6,49838,7249,High,76406.6298,30489
3 Series,2014,South America,Blue,Electric,Automatic,1.5,154746,7962,High,75822.34538,92310
X6,2013,Asia,Black,Electric,Manual,3.3,72567,546,Low,74814.60135,45889
M3,2014,Africa,Grey,Petrol,Manual,4.4,61774,9293,High,73988.98732,66326
X6,2012,South America,Red,Diesel,Manual,4.4,139658,2823,Low,73955.06836,66994
X6,2019,Asia,Black,Diesel,Manual,4.7,175653,7973,High,74615.84652,106824
X3,2015,Middle East,Blue,Diesel,Manual,3.3,184001,2362,Low,74771.86001,82274
3 Series,2024,Asia,Black,Petrol,Automatic,4.3,191913,8178,High,75875.89434,81487
M3,2020,Asia,Red,Hybrid,Automatic,3.7,149544,4669,Low,75557.60268,105140
3 Series,2015,Africa,Blue,Hybrid,Automatic,2.2,114333,8597,High,75265.89545,115497
5 Series,2023,South America,Black,Hybrid,Automatic,3.3,177705,9174,High,75213.99357,115233
7 Series,2019,Africa,Blue,Diesel,Automatic,5,5386,6491,Low,76470.1205,82692
X6,2015,Asia,Silver,Petrol,Automatic,3.9,126284,9804,High,74762.30138,65528
7 Series,2023,Europe,Red,Electric,Automatic,3.5,127033,3785,Low,76258.00125,30347
5 Series,2010,Europe,Blue,Hybrid,Automatic,4.6,196648,5233,Low,75223.15713,38976
i8,2017,Africa,Red,Diesel,Automatic,3.6,192269,357,Low,75263.37344,33499
M3,2020,Asia,Grey,Diesel,Manual,2.6,143993,8027,High,75071.96875,109265
M5,2010,Asia,Silver,Hybrid,Automatic,2.5,62672,8639,High,74324.29667,56731
X1,2011,South America,Silver,Diesel,Manual,3.3,151953,7211,High,75050.93127,65104
M5,2016,Asia,Silver,Diesel,Automatic,2.9,163812,148,Low,75162.32161,88181
M5,2017,Asia,White,Diesel,Manual,4.1,195222,1242,Low,75109.44005,92338
3 Series,2021,South America,White,Electric,Manual,3.1,124073,4151,Low,75999.81141,67816
X6,2022,Middle East,Black,Diesel,Automatic,2.8,85904,102,Low,74414.1377,73108
3 Series,2016,Africa,Grey,Hybrid,Automatic,4.5,34056,8004,High,74168.53163,110714
X5,2015,North America,Grey,Diesel,Manual,2,30859,185,Low,74183.8078,99436
X6,2024,Middle East,Black,Petrol,Automatic,4.5,144781,7285,High,73950.25753,32908
X3,2012,South America,Grey,Diesel,Manual,3,30083,3992,Low,74221.21167,115274
X5,2019,Africa,White,Hybrid,Automatic,4.7,141590,5193,Low,74714.22066,33922
M3,2020,North America,Red,Petrol,Automatic,3.7,87631,2585,Low,75534.22709,63181
X1,2016,North America,Grey,Petrol,Manual,4.5,39269,2619,Low,74767.80374,102584
i3,2012,Africa,Grey,Electric,Manual,4,18773,5858,Low,74183.93936,65314
X5,2015,Africa,Silver,Petrol,Manual,3.2,87849,8919,High,74211.65279,106712
M5,2022,Africa,Blue,Petrol,Automatic,3.8,88107,4921,Low,75052.45878,110775
5 Series,2024,Africa,Silver,Petrol,Automatic,1.5,58174,6305,Low,76108.99553,35098
M3,2011,Asia,Blue,Petrol,Manual,4.4,114088,9324,High,75468.98252,50312
3 Series,2024,Europe,Grey,Hybrid,Automatic,3.5,179808,6634,Low,74782.24403,88097
7 Series,2021,South America,White,Electric,Automatic,1.6,44190,2893,Low,76804.02274,116548
X1,2023,South America,Grey,Petrol,Automatic,2.1,69335,3762,Low,75329.03537,48665
M3,2015,Europe,Blue,Hybrid,Manual,3.7,174454,2398,Low,75089.38205,39009
M5,2023,South America,Silver,Hybrid,Manual,4.7,117163,4303,Low,74206.8931,91350
7 Series,2020,Middle East,Black,Diesel,Automatic,3.9,195962,6719,Low,75428.6017,48370
X5,2021,South America,Blue,Petrol,Automatic,4.5,16786,7617,High,75157.99567,83724
3 Series,2013,Europe,Black,Hybrid,Automatic,4.2,80631,4417,Low,74909.8458,60635
M3,2023,Middle East,Grey,Hybrid,Manual,3.4,57600,6376,Low,73986.39255,88962
M3,2019,Europe,Blue,Hybrid,Manual,3,96388,3756,Low,75418.47773,81544
5 Series,2013,Europe,Red,Petrol,Manual,2.3,118933,7886,High,74852.64094,62369
i3,2011,Middle East,Grey,Petrol,Automatic,3.7,64286,4404,Low,73641.29715,108762
M5,2016,Europe,Silver,Electric,Automatic,4,67705,4974,Low,74810.68845,82567
7 Series,2015,North America,Silver,Petrol,Manual,2,94963,5690,Low,75791.73961,35259
X1,2014,South America,Blue,Hybrid,Manual,4.7,31558,149,Low,75327.88026,77808
5 Series,2019,North America,Grey,Hybrid,Manual,2.8,15545,1359,Low,74729.51902,46158
i3,2023,Europe,Blue,Hybrid,Manual,2,134040,1326,Low,75370.8771,75396
5 Series,2018,Europe,Red,Electric,Automatic,2.7,51876,6488,Low,75896.93413,31583
X1,2023,Asia,Red,Electric,Automatic,2.5,26834,5961,Low,76700.92925,77497
7 Series,2013,North America,Black,Electric,Manual,4.4,123817,7656,High,75404.44864,77113
M5,2014,Asia,Red,Electric,Manual,1.9,121518,4299,Low,74776.31005,76176
i8,2015,Europe,White,Diesel,Manual,3.1,153622,2134,Low,75568.98181,44554
M5,2016,South America,White,Hybrid,Manual,4.5,149737,2994,Low,74094.86055,115707
X1,2023,North America,Grey,Petrol,Manual,2.3,118264,9987,High,74945.08733,31079
3 Series,2021,Europe,Red,Diesel,Automatic,3.6,118171,7533,High,75494.43295,76321
i8,2017,Europe,Silver,Petrol,Automatic,1.8,83976,9948,High,75424.81364,95526
7 Series,2010,South America,Silver,Electric,Manual,4.7,119396,8442,High,75254.83723,44351
i3,2020,Middle East,White,Diesel,Automatic,4.1,106917,8815,High,75020.5657,100775
M5,2017,North America,Red,Hybrid,Manual,4,169190,4944,Low,73823.197,35969
3 Series,2018,Middle East,White,Petrol,Automatic,4.7,55595,3126,Low,75314.02975,45807
i8,2013,Middle East,Grey,Diesel,Automatic,4.5,42356,6838,Low,74186.93638,77428
3 Series,2014,Africa,Red,Electric,Automatic,2.4,37379,1793,Low,75503.30219,46165
i8,2023,North America,Black,Electric,Automatic,4.4,158294,4232,Low,75911.4379,77513
X6,2010,Europe,Blue,Petrol,Automatic,2.9,3587,937,Low,74767.50229,57347
i3,2018,Africa,Silver,Electric,Automatic,1.5,412,5041,Low,75681.60799,46385
X1,2017,North America,Silver,Petrol,Automatic,3.7,126930,1309,Low,75796.41926,101801
X5,2013,Middle East,Grey,Electric,Automatic,2.2,117099,8507,High,73445.99206,48331
3 Series,2015,Africa,White,Diesel,Automatic,3.1,11445,7674,High,75726.55233,69385
X6,2013,Asia,White,Diesel,Automatic,3.1,91373,8927,High,75194.33786,95904
7 Series,2020,Middle East,Black,Diesel,Manual,3.9,11465,1132,Low,75374.19937,46964
X6,2014,Asia,Grey,Diesel,Manual,3,39569,1009,Low,74227.89998,104565
M5,2016,Asia,Blue,Hybrid,Automatic,3.8,104905,2905,Low,75039.65598,112187
X6,2020,Europe,White,Diesel,Manual,2.6,148481,8548,High,74766.03315,72809
i3,2023,South America,Blue,Petrol,Automatic,2.1,140129,2846,Low,75854.36312,60411
i3,2018,Middle East,White,Electric,Automatic,2.7,175851,9765,High,75012.90072,55099
X3,2024,Asia,Black,Diesel,Manual,4.4,165597,3449,Low,75716.06708,67305
X5,2022,South America,White,Diesel,Automatic,1.6,116271,4375,Low,75600.11656,54886
3 Series,2015,Africa,Black,Diesel,Manual,2.4,168031,3599,Low,75119.9638,34970
X5,2019,Asia,Grey,Petrol,Manual,4.4,124099,2063,Low,74326.40038,75234
X3,2014,Asia,Red,Petrol,Manual,2.7,177802,6682,Low,75067.44913,54043
X6,2023,Africa,Grey,Petrol,Automatic,3.7,114522,6284,Low,74040.22948,42605
X3,2018,Asia,Red,Hybrid,Manual,2.5,28682,2549,Low,75161.63415,70904
X3,2022,Europe,Blue,Electric,Automatic,3.9,153298,1006,Low,76014.09651,62037
X1,2013,Africa,White,Diesel,Automatic,3.8,37655,6064,Low,75926.27688,75834
M5,2024,Middle East,Black,Diesel,Manual,2.9,98966,5189,Low,74176.21093,60187
i3,2015,Europe,White,Electric,Automatic,2.1,67682,7958,High,75571.82514,67658
X6,2023,North America,White,Electric,Manual,4.9,5081,8531,High,75135.44349,69193
M5,2015,Africa,Black,Petrol,Manual,4.4,2373,6644,Low,74013.27326,65116
X6,2010,Europe,Silver,Electric,Manual,3,133787,4252,Low,74299.982,35782
M3,2015,North America,Silver,Hybrid,Automatic,2.5,172798,7522,High,74988.58019,82074
X1,2018,Middle East,Blue,Petrol,Automatic,4.5,18028,7688,High,75374.50305,41293
X1,2013,Middle East,Blue,Electric,Automatic,2.2,99609,652,Low,75652.57631,92703
X1,2013,Asia,Silver,Petrol,Manual,1.6,161506,8644,High,75585.72979,93535
X5,2015,Middle East,White,Petrol,Manual,4,135779,6330,Low,74139.69875,91921
M5,2021,Europe,Blue,Hybrid,Automatic,2.1,123826,8305,High,74670.99262,76425
5 Series,2011,Europe,Blue,Electric,Manual,4.7,181084,633,Low,75574.20934,42179
i3,2016,Africa,Silver,Petrol,Manual,4.7,86280,9641,High,74553.76166,68888
X1,2014,Asia,White,Electric,Manual,3.1,183808,1852,Low,76265.19311,59728
X1,2016,North America,Black,Electric,Automatic,2.7,176620,8862,High,75640.63821,119935
3 Series,2010,Asia,Silver,Petrol,Automatic,2.9,173865,6777,Low,75665.75828,88944
X6,2013,South America,Silver,Hybrid,Automatic,3.1,165601,9282,High,73856.04112,35078
M3,2012,Europe,Silver,Electric,Automatic,1.7,31030,5571,Low,75703.51255,48347
M5,2023,Europe,Red,Petrol,Manual,2.7,189019,5009,Low,74348.41355,69301
i8,2022,Europe,Silver,Petrol,Automatic,4.6,148082,4365,Low,75648.81581,50697
7 Series,2015,Middle East,Blue,Electric,Manual,4,19103,1972,Low,75691.83117,41549
X6,2018,North America,Black,Petrol,Manual,4.2,56302,6551,Low,74389.13593,107136
i8,2012,Middle East,Silver,Hybrid,Automatic,1.7,23799,7133,High,74414.33556,116953
M5,2021,Asia,White,Hybrid,Manual,4.4,8238,1887,Low,75035.88358,79903
X1,2016,North America,Black,Petrol,Manual,4.6,89729,791,Low,75309.93194,71845
i3,2010,North America,Blue,Petrol,Manual,3.6,194884,4093,Low,74954.25939,110308
i3,2017,Europe,White,Electric,Manual,4.4,195078,8188,High,75133.25549,50630
i8,2022,Europe,Black,Electric,Manual,2.8,46194,1889,Low,75713.10378,66527
X3,2024,North America,Grey,Electric,Manual,4.2,162185,9122,High,74624.5067,84831
M3,2022,Africa,Red,Electric,Automatic,3.7,103855,1472,Low,75670.05678,117841
M3,2015,Asia,Silver,Hybrid,Manual,4.8,68192,4112,Low,75299.75263,51886
7 Series,2024,North America,Blue,Hybrid,Automatic,4.7,18313,6991,Low,76470.94844,85311
3 Series,2011,Middle East,Grey,Petrol,Manual,3.5,96904,1485,Low,73697.14875,100514
X1,2022,South America,Grey,Petrol,Manual,2.3,98313,3690,Low,74976.38471,112485
i3,2010,North America,Black,Electric,Manual,4.7,9348,2789,Low,74871.60452,100314
M3,2022,Africa,Blue,Diesel,Manual,3.8,43815,501,Low,75938.39916,90505
X1,2010,Asia,Blue,Electric,Automatic,1.9,65355,2899,Low,76596.27087,74675
M3,2023,Europe,White,Hybrid,Automatic,2.4,161144,8582,High,75558.01536,58466
7 Series,2022,Africa,Red,Petrol,Manual,4.5,188949,7545,High,75232.54382,55860
i3,2019,Asia,Silver,Hybrid,Manual,3.2,7995,803,Low,75397.25696,42046
7 Series,2019,Middle East,Black,Electric,Automatic,4.6,44161,148,Low,75589.638,91688
X1,2018,Europe,Blue,Hybrid,Automatic,2.1,127513,4335,Low,75878.98489,119518
3 Series,2023,Europe,Blue,Diesel,Automatic,3.8,122767,8569,High,76128.9408,109983
X5,2011,South America,Red,Hybrid,Manual,2.2,158189,9380,High,73547.65703,62743
M5,2014,Europe,Silver,Petrol,Manual,2,40580,3575,Low,74331.77522,84499
7 Series,2015,Europe,Blue,Hybrid,Manual,2.5,51897,6860,Low,75747.92086,63634
X1,2023,Asia,Grey,Diesel,Manual,3.6,147631,1477,Low,75603.78094,61245
X6,2022,Asia,Silver,Diesel,Manual,4.9,91362,9695,High,75015.51392,39620
M3,2012,Africa,Blue,Diesel,Manual,2.5,25148,1732,Low,75540.0263,35582
7 Series,2019,Africa,Black,Petrol,Manual,3.2,69011,2418,Low,75566.11974,103230
i8,2011,Middle East,Silver,Petrol,Automatic,2.3,137343,5633,Low,74699.17673,116737
5 Series,2024,North America,Blue,Hybrid,Manual,3.3,157616,3630,Low,75890.67092,64217
3 Series,2020,Africa,Silver,Diesel,Automatic,3.3,182077,2355,Low,75723.50684,59951
7 Series,2024,Europe,Silver,Hybrid,Manual,4.6,59281,6419,Low,75734.16039,49440
X1,2014,South America,Red,Electric,Manual,2.1,155995,8771,High,75130.09624,35110
X1,2020,Europe,Black,Petrol,Automatic,1.9,78418,7047,High,75617.26286,80576
5 Series,2014,South America,Red,Electric,Automatic,2.9,179424,4481,Low,75496.61046,62217
5 Series,2024,Europe,Grey,Petrol,Manual,2.8,52058,2937,Low,75110.06435,74016
X5,2023,North America,Grey,Hybrid,Manual,3.7,76041,2044,Low,73965.72329,54535
X1,2016,South America,Black,Hybrid,Automatic,4.4,127996,9908,High,74889.51008,91300
5 Series,2012,Asia,White,Diesel,Automatic,4.4,129255,9476,High,76077.91571,75357
i3,2019,Asia,Blue,Electric,Automatic,3.1,126717,1871,Low,76407.92667,79746
5 Series,2015,Europe,White,Electric,Automatic,2.1,15274,2841,Low,76307.19257,52120
X6,2018,Middle East,Blue,Hybrid,Manual,3.4,83167,2865,Low,73955.23324,44755
3 Series,2015,Africa,Silver,Hybrid,Automatic,2.9,76569,6145,Low,75154.26791,86632
X6,2018,South America,Red,Hybrid,Automatic,3.3,12115,6312,Low,74257.369,60620
5 Series,2022,Middle East,Blue,Hybrid,Automatic,2,166009,7498,High,75240.94776,72248
X5,2024,Asia,Silver,Petrol,Manual,4.6,102398,540,Low,75359.0505,79130
5 Series,2013,Asia,Red,Hybrid,Manual,1.7,16512,9600,High,75205.95495,101677
i8,2020,South America,Silver,Diesel,Automatic,2.8,15546,1467,Low,75942.2434,81439
M3,2022,North America,White,Hybrid,Automatic,4.2,93509,5328,Low,75802.3585,39099
5 Series,2011,Middle East,Black,Electric,Manual,2.9,123557,8263,High,74486.82799,50405
X1,2018,North America,Black,Electric,Manual,4,86274,822,Low,75718.21839,79871
i8,2022,South America,Black,Petrol,Manual,2.2,84755,8924,High,75178.48595,92127
i8,2018,North America,Grey,Diesel,Automatic,3.8,38389,6323,Low,75142.94642,118912
X1,2011,Africa,Silver,Electric,Manual,2.7,77244,1066,Low,75410.02387,70878
X5,2011,Europe,Grey,Diesel,Automatic,2.5,24301,5857,Low,74114.85426,118721
i8,2024,Europe,White,Petrol,Automatic,4.9,167311,9082,High,75756.35477,32314
X3,2019,Middle East,Silver,Diesel,Automatic,3,142210,3721,Low,74966.71258,81872
5 Series,2018,Middle East,Red,Electric,Automatic,1.9,137694,6349,Low,75295.80932,109699
i3,2022,Middle East,White,Petrol,Manual,3.7,2333,6815,Low,75035.14401,91811
3 Series,2023,South America,Grey,Diesel,Manual,5,85304,8536,High,74696.05814,70757
i3,2024,South America,Grey,Hybrid,Automatic,2.1,63340,2736,Low,74608.10969,48042
i8,2021,Europe,Blue,Petrol,Manual,4.4,37592,7074,High,75589.54794,79511
X6,2023,North America,Blue,Petrol,Automatic,3.7,78012,6561,Low,75396.03451,111356
i3,2017,North America,Blue,Petrol,Manual,3.7,187196,2679,Low,75304.17499,106652
5 Series,2021,Asia,Black,Electric,Manual,4.7,195863,204,Low,76043.15668,77381
X3,2011,Europe,Silver,Petrol,Manual,2.5,130313,4852,Low,74722.54654,105154
X5,2018,Middle East,Red,Petrol,Automatic,3.4,197196,252,Low,74025.04571,47444
i8,2012,North America,Black,Hybrid,Automatic,2.5,130343,5087,Low,74958.08727,91964
X6,2014,Middle East,Grey,Hybrid,Automatic,1.9,190661,8913,High,72668.97105,74154
X1,2018,South America,Black,Electric,Automatic,4.9,176986,5583,Low,75669.63302,102256
X6,2022,Asia,White,Electric,Automatic,2.2,104452,4797,Low,75980.73664,79395
M3,2017,Middle East,Blue,Hybrid,Manual,1.9,70017,8115,High,74647.61274,57640
5 Series,2018,Europe,Black,Hybrid,Manual,1.7,140835,3038,Low,75101.41231,59430
i8,2018,Europe,White,Hybrid,Manual,1.7,32808,6268,Low,75474.31722,119954
i8,2018,Middle East,Black,Petrol,Manual,2.4,91709,5343,Low,74667.59469,54573
3 Series,2019,Europe,Blue,Petrol,Manual,2.6,151136,116,Low,75739.03267,95740
X6,2012,Africa,Grey,Petrol,Manual,2.3,12875,1304,Low,73429.08458,103262
3 Series,2024,Middle East,Red,Diesel,Automatic,4.4,98063,4881,Low,75282.22451,85782
M3,2019,Middle East,Red,Hybrid,Automatic,3.6,98066,9142,High,74322.28174,106705
X5,2017,Middle East,White,Diesel,Automatic,3.9,142890,3023,Low,74677.09408,66817
7 Series,2021,Europe,Silver,Hybrid,Manual,1.7,47296,9934,High,75555.62345,81930
M5,2010,North America,Blue,Petrol,Manual,3.7,41719,5218,Low,74469.62165,63169
5 Series,2019,Asia,White,Hybrid,Manual,1.6,10318,8968,High,76001.77787,68540
X3,2020,South America,Black,Hybrid,Automatic,2.8,122252,3023,Low,74925.61086,74555
7 Series,2019,Europe,Grey,Petrol,Manual,2,84581,8883,High,74905.07187,77147
i8,2017,Europe,Black,Electric,Manual,3.4,191243,7231,High,75051.97977,103848
5 Series,2020,Europe,Silver,Electric,Automatic,4.7,166765,3348,Low,75969.8473,111622
7 Series,2017,Europe,White,Electric,Automatic,1.7,194451,864,Low,76473.72866,78901
5 Series,2016,North America,Red,Electric,Automatic,1.8,91890,2385,Low,75913.03024,55170
M5,2019,South America,Red,Electric,Manual,3.9,111861,9495,High,74175.31868,110545
M3,2015,South America,Grey,Electric,Automatic,3.8,159746,8367,High,74550.72865,57324
3 Series,2011,South America,Grey,Diesel,Automatic,2.5,58358,193,Low,74748.24844,80414
5 Series,2011,South America,Grey,Diesel,Manual,3.5,165192,4163,Low,74434.43592,39265
i8,2020,South America,Silver,Petrol,Automatic,1.6,31158,7805,High,75599.09623,105949
X1,2013,North America,Red,Hybrid,Manual,4.6,42243,5789,Low,74878.72561,93193
i8,2024,South America,White,Hybrid,Automatic,2,158202,7203,High,75610.9216,100376
i3,2013,Middle East,Red,Hybrid,Manual,3,157314,2461,Low,73685.40023,76576
3 Series,2019,South America,Silver,Electric,Manual,4.1,177848,2044,Low,75517.57483,40570
X6,2022,Europe,Grey,Diesel,Manual,2,82165,253,Low,74153.4919,43127
X1,2023,South America,Blue,Petrol,Manual,2.3,142592,7423,High,75862.11187,94459
X1,2011,Europe,Black,Electric,Automatic,2.2,21562,2585,Low,75699.50013,80938
X6,2016,North America,Silver,Petrol,Manual,4.6,99191,4984,Low,74383.19201,47279
i3,2013,Middle East,Grey,Diesel,Automatic,2.9,194738,2006,Low,73823.64129,83633
5 Series,2016,Asia,Silver,Electric,Manual,2.8,63421,2068,Low,76223.848,67654
X3,2017,South America,White,Petrol,Manual,2.1,88469,2752,Low,75307.20729,86437
5 Series,2019,Europe,Black,Hybrid,Automatic,3.6,187884,996,Low,75242.63411,76115
X3,2024,Europe,Grey,Petrol,Manual,3.2,90910,8275,High,74384.40967,46897
i3,2012,South America,White,Hybrid,Automatic,2.3,151582,5319,Low,74935.96487,112471
X5,2011,Europe,Black,Hybrid,Manual,2.9,24107,4374,Low,73972.57003,73925
M3,2012,North America,Grey,Hybrid,Automatic,1.6,140480,5316,Low,74372.42871,81010
