Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification
7 Series,2021,South America,White,Electric,Automatic,1.6,44190,2893,Low
X1,2023,South America,Grey,Petrol,Automatic,2.1,69335,3762,Low
M3,2015,Europe,Blue,Hybrid,Manual,3.7,174454,2398,Low
M5,2023,South America,Silver,Hybrid,Manual,4.7,117163,4303,Low
7 Series,2020,Middle East,Black,Diesel,Automatic,3.9,195962,6719,Low
X5,2021,South America,Blue,Petrol,Automatic,4.5,16786,7617,High
3 Series,2013,Europe,Black,Hybrid,Automatic,4.2,80631,4417,Low
M3,2023,Middle East,Grey,Hybrid,Manual,3.4,57600,6376,Low
M3,2019,Europe,Blue,Hybrid,Manual,3,96388,3756,Low
5 Series,2013,Europe,Red,Petrol,Manual,2.3,118933,7886,High
i3,2011,Middle East,Grey,Petrol,Automatic,3.7,64286,4404,Low
M5,2016,Europe,Silver,Electric,Automatic,4,67705,4974,Low
7 Series,2015,North America,Silver,Petrol,Manual,2,94963,5690,Low
X1,2014,South America,Blue,Hybrid,Manual,4.7,31558,149,Low
5 Series,2019,North America,Grey,Hybrid,Manual,2.8,15545,1359,Low
i3,2023,Europe,Blue,Hybrid,Manual,2,134040,1326,Low
5 Series,2018,Europe,Red,Electric,Automatic,2.7,51876,6488,Low
X1,2023,Asia,Red,Electric,Automatic,2.5,26834,5961,Low
7 Series,2013,North America,Black,Electric,Manual,4.4,123817,7656,High
M5,2014,Asia,Red,Electric,Manual,1.9,121518,4299,Low
i8,2015,Europe,White,Diesel,Manual,3.1,153622,2134,Low
M5,2016,South America,White,Hybrid,Manual,4.5,149737,2994,Low
X1,2023,North America,Grey,Petrol,Manual,2.3,118264,9987,High
3 Series,2021,Europe,Red,Diesel,Automatic,3.6,118171,7533,High
i8,2017,Europe,Silver,Petrol,Automatic,1.8,83976,9948,High
7 Series,2010,South America,Silver,Electric,Manual,4.7,119396,8442,High
i3,2020,Middle East,White,Diesel,Automatic,4.1,106917,8815,High
M5,2017,North America,Red,Hybrid,Manual,4,169190,4944,Low
3 Series,2018,Middle East,White,Petrol,Automatic,4.7,55595,3126,Low
i8,2013,Middle East,Grey,Diesel,Automatic,4.5,42356,6838,Low
3 Series,2014,Africa,Red,Electric,Automatic,2.4,37379,1793,Low
i8,2023,North America,Black,Electric,Automatic,4.4,158294,4232,Low
X6,2010,Europe,Blue,Petrol,Automatic,2.9,3587,937,Low
i3,2018,Africa,Silver,Electric,Automatic,1.5,412,5041,Low
X1,2017,North America,Silver,Petrol,Automatic,3.7,126930,1309,Low
X5,2013,Middle East,Grey,Electric,Automatic,2.2,117099,8507,High
3 Series,2015,Africa,White,Diesel,Automatic,3.1,11445,7674,High
X6,2013,Asia,White,Diesel,Automatic,3.1,91373,8927,High
7 Series,2020,Middle East,Black,Diesel,Manual,3.9,11465,1132,Low
X6,2014,Asia,Grey,Diesel,Manual,3,39569,1009,Low
M5,2016,Asia,Blue,Hybrid,Automatic,3.8,104905,2905,Low
X6,2020,Europe,White,Diesel,Manual,2.6,148481,8548,High
i3,2023,South America,Blue,Petrol,Automatic,2.1,140129,2846,Low
i3,2018,Middle East,White,Electric,Automatic,2.7,175851,9765,High
X3,2024,Asia,Black,Diesel,Manual,4.4,165597,3449,Low
X5,2022,South America,White,Diesel,Automatic,1.6,116271,4375,Low
3 Series,2015,Africa,Black,Diesel,Manual,2.4,168031,3599,Low
X5,2019,Asia,Grey,Petrol,Manual,4.4,124099,2063,Low
X3,2014,Asia,Red,Petrol,Manual,2.7,177802,6682,Low
X6,2023,Africa,Grey,Petrol,Automatic,3.7,114522,6284,Low
X3,2018,Asia,Red,Hybrid,Manual,2.5,28682,2549,Low
X3,2022,Europe,Blue,Electric,Automatic,3.9,153298,1006,Low
X1,2013,Africa,White,Diesel,Automatic,3.8,37655,6064,Low
M5,2024,Middle East,Black,Diesel,Manual,2.9,98966,5189,Low
i3,2015,Europe,White,Electric,Automatic,2.1,67682,7958,High
X6,2023,North America,White,Electric,Manual,4.9,5081,8531,High
M5,2015,Africa,Black,Petrol,Manual,4.4,2373,6644,Low
X6,2010,Europe,Silver,Electric,Manual,3,133787,4252,Low
M3,2015,North America,Silver,Hybrid,Automatic,2.5,172798,7522,High
X1,2018,Middle East,Blue,Petrol,Automatic,4.5,18028,7688,High
X1,2013,Middle East,Blue,Electric,Automatic,2.2,99609,652,Low
X1,2013,Asia,Silver,Petrol,Manual,1.6,161506,8644,High
X5,2015,Middle East,White,Petrol,Manual,4,135779,6330,Low
M5,2021,Europe,Blue,Hybrid,Automatic,2.1,123826,8305,High
5 Series,2011,Europe,Blue,Electric,Manual,4.7,181084,633,Low
i3,2016,Africa,Silver,Petrol,Manual,4.7,86280,9641,High
X1,2014,Asia,White,Electric,Manual,3.1,183808,1852,Low
X1,2016,North America,Black,Electric,Automatic,2.7,176620,8862,High
3 Series,2010,Asia,Silver,Petrol,Automatic,2.9,173865,6777,Low
X6,2013,South America,Silver,Hybrid,Automatic,3.1,165601,9282,High
M3,2012,Europe,Silver,Electric,Automatic,1.7,31030,5571,Low
M5,2023,Europe,Red,Petrol,Manual,2.7,189019,5009,Low
i8,2022,Europe,Silver,Petrol,Automatic,4.6,148082,4365,Low
7 Series,2015,Middle East,Blue,Electric,Manual,4,19103,1972,Low
X6,2018,North America,Black,Petrol,Manual,4.2,56302,6551,Low
i8,2012,Middle East,Silver,Hybrid,Automatic,1.7,23799,7133,High
M5,2021,Asia,White,Hybrid,Manual,4.4,8238,1887,Low
X1,2016,North America,Black,Petrol,Manual,4.6,89729,791,Low
i3,2010,North America,Blue,Petrol,Manual,3.6,194884,4093,Low
i3,2017,Europe,White,Electric,Manual,4.4,195078,8188,High
i8,2022,Europe,Black,Electric,Manual,2.8,46194,1889,Low
X3,2024,North America,Grey,Electric,Manual,4.2,162185,9122,High
M3,2022,Africa,Red,Electric,Automatic,3.7,103855,1472,Low
M3,2015,Asia,Silver,Hybrid,Manual,4.8,68192,4112,Low
7 Series,2024,North America,Blue,Hybrid,Automatic,4.7,18313,6991,Low
3 Series,2011,Middle East,Grey,Petrol,Manual,3.5,96904,1485,Low
X1,2022,South America,Grey,Petrol,Manual,2.3,98313,3690,Low
i3,2010,North America,Black,Electric,Manual,4.7,9348,2789,Low
M3,2022,Africa,Blue,Diesel,Manual,3.8,43815,501,Low
X1,2010,Asia,Blue,Electric,Automatic,1.9,65355,2899,Low
M3,2023,Europe,White,Hybrid,Automatic,2.4,161144,8582,High
7 Series,2022,Africa,Red,Petrol,Manual,4.5,188949,7545,High
i3,2019,Asia,Silver,Hybrid,Manual,3.2,7995,803,Low
7 Series,2019,Middle East,Black,Electric,Automatic,4.6,44161,148,Low
X1,2018,Europe,Blue,Hybrid,Automatic,2.1,127513,4335,Low
3 Series,2023,Europe,Blue,Diesel,Automatic,3.8,122767,8569,High
X5,2011,South America,Red,Hybrid,Manual,2.2,158189,9380,High
M5,2014,Europe,Silver,Petrol,Manual,2,40580,3575,Low
7 Series,2015,Europe,Blue,Hybrid,Manual,2.5,51897,6860,Low
X1,2023,Asia,Grey,Diesel,Manual,3.6,147631,1477,Low
X6,2022,Asia,Silver,Diesel,Manual,4.9,91362,9695,High
M3,2012,Africa,Blue,Diesel,Manual,2.5,25148,1732,Low
7 Series,2019,Africa,Black,Petrol,Manual,3.2,69011,2418,Low
i8,2011,Middle East,Silver,Petrol,Automatic,2.3,137343,5633,Low
5 Series,2024,North America,Blue,Hybrid,Manual,3.3,157616,3630,Low
3 Series,2020,Africa,Silver,Diesel,Automatic,3.3,182077,2355,Low
7 Series,2024,Europe,Silver,Hybrid,Manual,4.6,59281,6419,Low
X1,2014,South America,Red,Electric,Manual,2.1,155995,8771,High
X1,2020,Europe,Black,Petrol,Automatic,1.9,78418,7047,High
5 Series,2014,South America,Red,Electric,Automatic,2.9,179424,4481,Low
5 Series,2024,Europe,Grey,Petrol,Manual,2.8,52058,2937,Low
X5,2023,North America,Grey,Hybrid,Manual,3.7,76041,2044,Low
X1,2016,South America,Black,Hybrid,Automatic,4.4,127996,9908,High
5 Series,2012,Asia,White,Diesel,Automatic,4.4,129255,9476,High
i3,2019,Asia,Blue,Electric,Automatic,3.1,126717,1871,Low
5 Series,2015,Europe,White,Electric,Automatic,2.1,15274,2841,Low
X6,2018,Middle East,Blue,Hybrid,Manual,3.4,83167,2865,Low
3 Series,2015,Africa,Silver,Hybrid,Automatic,2.9,76569,6145,Low
X6,2018,South America,Red,Hybrid,Automatic,3.3,12115,6312,Low
5 Series,2022,Middle East,Blue,Hybrid,Automatic,2,166009,7498,High
X5,2024,Asia,Silver,Petrol,Manual,4.6,102398,540,Low
5 Series,2013,Asia,Red,Hybrid,Manual,1.7,16512,9600,High
i8,2020,South America,Silver,Diesel,Automatic,2.8,15546,1467,Low
M3,2022,North America,White,Hybrid,Automatic,4.2,93509,5328,Low
5 Series,2011,Middle East,Black,Electric,Manual,2.9,123557,8263,High
X1,2018,North America,Black,Electric,Manual,4,86274,822,Low
i8,2022,South America,Black,Petrol,Manual,2.2,84755,8924,High
i8,2018,North America,Grey,Diesel,Automatic,3.8,38389,6323,Low
X1,2011,Africa,Silver,Electric,Manual,2.7,77244,1066,Low
X5,2011,Europe,Grey,Diesel,Automatic,2.5,24301,5857,Low
i8,2024,Europe,White,Petrol,Automatic,4.9,167311,9082,High
X3,2019,Middle East,Silver,Diesel,Automatic,3,142210,3721,Low
5 Series,2018,Middle East,Red,Electric,Automatic,1.9,137694,6349,Low
i3,2022,Middle East,White,Petrol,Manual,3.7,2333,6815,Low
3 Series,2023,South America,Grey,Diesel,Manual,5,85304,8536,High
i3,2024,South America,Grey,Hybrid,Automatic,2.1,63340,2736,Low
i8,2021,Europe,Blue,Petrol,Manual,4.4,37592,7074,High
X6,2023,North America,Blue,Petrol,Automatic,3.7,78012,6561,Low
i3,2017,North America,Blue,Petrol,Manual,3.7,187196,2679,Low
5 Series,2021,Asia,Black,Electric,Manual,4.7,195863,204,Low
X3,2011,Europe,Silver,Petrol,Manual,2.5,130313,4852,Low
X5,2018,Middle East,Red,Petrol,Automatic,3.4,197196,252,Low
i8,2012,North America,Black,Hybrid,Automatic,2.5,130343,5087,Low
X6,2014,Middle East,Grey,Hybrid,Automatic,1.9,190661,8913,High
X1,2018,South America,Black,Electric,Automatic,4.9,176986,5583,Low
X6,2022,Asia,White,Electric,Automatic,2.2,104452,4797,Low
M3,2017,Middle East,Blue,Hybrid,Manual,1.9,70017,8115,High
5 Series,2018,Europe,Black,Hybrid,Manual,1.7,140835,3038,Low
i8,2018,Europe,White,Hybrid,Manual,1.7,32808,6268,Low
i8,2018,Middle East,Black,Petrol,Manual,2.4,91709,5343,Low
3 Series,2019,Europe,Blue,Petrol,Manual,2.6,151136,116,Low
X6,2012,Africa,Grey,Petrol,Manual,2.3,12875,1304,Low
3 Series,2024,Middle East,Red,Diesel,Automatic,4.4,98063,4881,Low
M3,2019,Middle East,Red,Hybrid,Automatic,3.6,98066,9142,High
X5,2017,Middle East,White,Diesel,Automatic,3.9,142890,3023,Low
7 Series,2021,Europe,Silver,Hybrid,Manual,1.7,47296,9934,High
M5,2010,North America,Blue,Petrol,Manual,3.7,41719,5218,Low
5 Series,2019,Asia,White,Hybrid,Manual,1.6,10318,8968,High
X3,2020,South America,Black,Hybrid,Automatic,2.8,122252,3023,Low
7 Series,2019,Europe,Grey,Petrol,Manual,2,84581,8883,High
i8,2017,Europe,Black,Electric,Manual,3.4,191243,7231,High
5 Series,2020,Europe,Silver,Electric,Automatic,4.7,166765,3348,Low
7 Series,2017,Europe,White,Electric,Automatic,1.7,194451,864,Low
5 Series,2016,North America,Red,Electric,Automatic,1.8,91890,2385,Low
M5,2019,South America,Red,Electric,Manual,3.9,111861,9495,High
M3,2015,South America,Grey,Electric,Automatic,3.8,159746,8367,High
3 Series,2011,South America,Grey,Diesel,Automatic,2.5,58358,193,Low
5 Series,2011,South America,Grey,Diesel,Manual,3.5,165192,4163,Low
i8,2020,South America,Silver,Petrol,Automatic,1.6,31158,7805,High
X1,2013,North America,Red,Hybrid,Manual,4.6,42243,5789,Low
i8,2024,South America,White,Hybrid,Automatic,2,158202,7203,High
i3,2013,Middle East,Red,Hybrid,Manual,3,157314,2461,Low
3 Series,2019,South America,Silver,Electric,Manual,4.1,177848,2044,Low
X6,2022,Europe,Grey,Diesel,Manual,2,82165,253,Low
X1,2023,South America,Blue,Petrol,Manual,2.3,142592,7423,High
X1,2011,Europe,Black,Electric,Automatic,2.2,21562,2585,Low
X6,2016,North America,Silver,Petrol,Manual,4.6,99191,4984,Low
i3,2013,Middle East,Grey,Diesel,Automatic,2.9,194738,2006,Low
5 Series,2016,Asia,Silver,Electric,Manual,2.8,63421,2068,Low
X3,2017,South America,White,Petrol,Manual,2.1,88469,2752,Low
5 Series,2019,Europe,Black,Hybrid,Automatic,3.6,187884,996,Low
X3,2024,Europe,Grey,Petrol,Manual,3.2,90910,8275,High
i3,2012,South America,White,Hybrid,Automatic,2.3,151582,5319,Low
X5,2011,Europe,Black,Hybrid,Manual,2.9,24107,4374,Low
M3,2012,North America,Grey,Hybrid,Automatic,1.6,140480,5316,Low
M5,2017,Middle East,Grey,Petrol,Automatic,3.2,5422,4083,Low
5 Series,2018,Middle East,Silver,Petrol,Manual,2.6,54762,8095,High
M5,2015,Africa,Grey,Diesel,Automatic,1.8,55171,1741,Low
i8,2014,Middle East,Red,Diesel,Manual,2.6,17261,3785,Low
X6,2014,Europe,Silver,Hybrid,Automatic,2.8,6884,2560,Low
M3,2018,Europe,White,Electric,Manual,3.2,125361,5554,Low
X1,2015,Asia,Silver,Hybrid,Manual,3.7,58902,7394,High
7 Series,2021,Middle East,Grey,Hybrid,Manual,3.6,56158,7622,High
X6,2014,Asia,White,Petrol,Automatic,2.9,11747,1453,Low
i3,2015,South America,Black,Electric,Automatic,3.4,47034,8875,High
M3,2012,South America,Red,Diesel,Automatic,2.6,52641,160,Low
X6,2023,North America,White,Electric,Automatic,4.8,5599,7755,High
3 Series,2010,Middle East,Grey,Hybrid,Manual,3.4,171521,6101,Low
X3,2014,North America,Red,Electric,Manual,2.9,119285,896,Low
X3,2023,Asia,White,Diesel,Manual,3,95438,4935,Low
M5,2023,Europe,Silver,Petrol,Automatic,2.8,87940,9233,High
3 Series,2017,Asia,Grey,Diesel,Manual,3.4,18653,7267,High
M5,2019,South America,Red,Petrol,Automatic,4.8,6596,6015,Low
i3,2016,South America,Blue,Diesel,Automatic,4.3,75830,4442,Low
5 Series,2016,Middle East,White,Petrol,Automatic,4.6,154615,5719,Low
7 Series,2024,North America,Black,Diesel,Automatic,1.7,159847,5946,Low
X5,2019,Europe,White,Petrol,Automatic,4.2,96667,3908,Low
7 Series,2013,Middle East,Red,Diesel,Automatic,3.8,107778,2794,Low
i8,2023,Middle East,Grey,Hybrid,Manual,2.4,55767,2919,Low
5 Series,2022,Africa,Blue,Electric,Automatic,1.9,147952,2077,Low
3 Series,2020,South America,Black,Electric,Manual,4.2,132634,4894,Low
3 Series,2022,South America,Grey,Diesel,Manual,2.6,156485,3768,Low
3 Series,2021,Europe,Blue,Petrol,Automatic,4.7,23699,9925,High
X3,2020,Asia,Black,Petrol,Automatic,2.8,175705,830,Low
X5,2017,South America,Silver,Hybrid,Automatic,2.1,108542,8007,High
X3,2016,Europe,Red,Petrol,Automatic,3.2,122801,9038,High
i8,2011,Middle East,Silver,Diesel,Automatic,2.1,147619,7313,High
X6,2016,Africa,Grey,Petrol,Manual,1.5,135180,949,Low
X6,2020,Middle East,White,Electric,Automatic,4.1,127982,6951,Low
X3,2019,Middle East,Blue,Petrol,Manual,3,106244,8142,High
5 Series,2011,South America,Grey,Hybrid,Automatic,4.1,138435,1397,Low
X1,2015,Europe,Black,Petrol,Manual,3.6,32723,1260,Low
X3,2010,Africa,Grey,Hybrid,Manual,4.2,158043,7748,High
5 Series,2013,Middle East,Silver,Diesel,Automatic,3.7,106196,5601,Low
M5,2019,Africa,White,Petrol,Automatic,2,176980,9127,High
i8,2010,South America,Grey,Hybrid,Manual,3.7,104762,9986,High
5 Series,2023,Europe,Grey,Hybrid,Manual,2.5,143517,3610,Low
X5,2018,North America,Silver,Hybrid,Manual,3.4,188404,702,Low
X6,2010,North America,Silver,Petrol,Automatic,3.2,157374,8480,High
M5,2021,South America,White,Petrol,Manual,2.5,186335,6898,Low
X6,2017,Europe,Grey,Hybrid,Automatic,1.9,131117,7352,High
M5,2023,Middle East,Silver,Petrol,Manual,3.5,120421,3233,Low
7 Series,2024,Europe,Black,Electric,Automatic,2.1,33502,2228,Low
5 Series,2023,Europe,Red,Petrol,Automatic,3,30168,2858,Low
i8,2021,Europe,Black,Diesel,Manual,3.7,164323,1763,Low
X3,2015,Africa,White,Hybrid,Manual,2,48856,8063,High
M5,2011,South America,Red,Electric,Manual,4,79173,1831,Low
i3,2014,Asia,White,Hybrid,Automatic,2.5,197370,1853,Low
i3,2022,Middle East,White,Hybrid,Automatic,3.3,108058,692,Low
X6,2024,South America,Black,Diesel,Manual,2.7,153310,6212,Low
X6,2019,Europe,White,Hybrid,Manual,1.6,109799,1086,Low
X1,2014,North America,White,Diesel,Manual,2.3,126048,2347,Low
7 Series,2013,Europe,Blue,Diesel,Manual,2,183450,4423,Low
X5,2012,North America,Silver,Diesel,Automatic,2,65795,6196,Low
i3,2024,Europe,Grey,Petrol,Automatic,3.8,5318,9486,High
i3,2022,Asia,Silver,Diesel,Manual,4.6,161807,8546,High
M3,2018,North America,Grey,Electric,Automatic,2.9,170602,6159,Low
5 Series,2016,North America,White,Electric,Automatic,2.6,57945,708,Low
3 Series,2015,North America,Red,Hybrid,Manual,3.1,120214,6118,Low
5 Series,2020,Middle East,Grey,Electric,Manual,2.5,130378,4754,Low
M3,2023,Europe,Red,Electric,Automatic,4.5,192777,1875,Low
3 Series,2013,North America,Blue,Hybrid,Automatic,4.2,175758,3415,Low
7 Series,2024,North America,Grey,Hybrid,Automatic,3.8,179630,6974,Low
X6,2020,Middle East,White,Electric,Automatic,3.5,2125,5771,Low
X1,2024,North America,Blue,Hybrid,Automatic,3.6,153613,8480,High
i3,2018,North America,Black,Petrol,Automatic,4.9,23415,7804,High
i8,2011,Middle East,Red,Petrol,Automatic,4.7,143170,8299,High
M5,2011,Asia,Black,Electric,Manual,4.9,41568,8878,High
M5,2018,Africa,Red,Petrol,Automatic,2.2,197293,8388,High
i8,2014,North America,Grey,Diesel,Automatic,2.4,191907,6126,Low
X3,2011,Asia,Silver,Petrol,Manual,2.9,194663,5868,Low
M5,2014,Africa,Black,Electric,Manual,2.2,142507,7076,High
X5,2013,Africa,Grey,Hybrid,Manual,4.4,121066,6536,Low
3 Series,2021,North America,Grey,Petrol,Manual,5,168369,3699,Low
X5,2022,Europe,Silver,Petrol,Manual,2.6,4251,8556,High
5 Series,2010,South America,Grey,Hybrid,Automatic,4,100960,8113,High
X1,2010,Middle East,White,Hybrid,Manual,2.5,7522,6616,Low
X5,2013,Africa,Grey,Diesel,Automatic,2.5,123286,8245,High
7 Series,2014,Asia,White,Hybrid,Manual,3.8,50245,2197,Low
3 Series,2011,North America,Silver,Hybrid,Automatic,4,27221,2194,Low
X5,2012,Middle East,Blue,Diesel,Manual,4.5,66211,8368,High
i8,2014,Middle East,White,Diesel,Manual,3.7,124833,4681,Low
3 Series,2016,Asia,Grey,Hybrid,Manual,2.5,124606,6742,Low
3 Series,2022,Asia,White,Diesel,Automatic,2.1,146575,129,Low
7 Series,2015,Asia,Silver,Diesel,Manual,4.9,91858,7771,High
7 Series,2021,South America,Black,Hybrid,Automatic,4.7,125667,4833,Low
X6,2015,Asia,Grey,Diesel,Automatic,4.1,55250,6641,Low
3 Series,2019,North America,Silver,Hybrid,Automatic,1.5,91321,9861,High
X3,2015,Europe,Silver,Electric,Manual,3.2,159812,7142,High
7 Series,2020,Africa,Black,Petrol,Automatic,4.3,149757,8336,High
X6,2011,Asia,Silver,Hybrid,Automatic,4.9,20307,8503,High
3 Series,2011,Africa,Silver,Electric,Manual,4.3,171761,7148,High
3 Series,2018,Europe,Black,Petrol,Automatic,3.7,166949,5840,Low
X1,2023,South America,Grey,Hybrid,Manual,2.5,61161,4582,Low
3 Series,2011,Middle East,Grey,Diesel,Manual,3.7,6795,3322,Low
i3,2015,Asia,Grey,Hybrid,Automatic,4.6,141876,1939,Low
M3,2015,Africa,Grey,Petrol,Manual,1.8,171840,695,Low
X1,2018,North America,Blue,Electric,Manual,2.8,164453,9369,High
7 Series,2022,Europe,Red,Hybrid,Automatic,4.6,189034,4801,Low
5 Series,2024,North America,Blue,Petrol,Manual,1.9,192534,1901,Low
X6,2016,Africa,Red,Diesel,Manual,1.9,69200,6785,Low
X5,2014,Europe,Blue,Diesel,Manual,2.5,71962,1085,Low
5 Series,2024,Africa,Blue,Hybrid,Automatic,3.9,98568,3212,Low
3 Series,2014,Africa,Blue,Petrol,Automatic,3.6,73925,7633,High
3 Series,2022,North America,Black,Diesel,Automatic,3.2,157225,8488,High
3 Series,2017,North America,Blue,Diesel,Automatic,1.6,284,5124,Low
X6,2021,North America,Red,Hybrid,Manual,2.4,110279,9461,High
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,1386,Low
7 Series,2017,Europe,Black,Petrol,Automatic,3,168679,5158,Low
i3,2022,South America,White,Petrol,Automatic,1.6,8983,7669,High
5 Series,2013,Africa,Grey,Electric,Automatic,4.3,43303,3375,Low
X5,2019,Middle East,Grey,Electric,Automatic,3.2,167744,8203,High
i3,2010,Middle East,Red,Diesel,Manual,3.1,153198,123,Low
i8,2014,Asia,Blue,Electric,Manual,3.6,28982,3271,Low
X1,2024,Europe,Grey,Hybrid,Automatic,3.7,31425,2717,Low
3 Series,2013,Africa,Silver,Hybrid,Manual,3.9,178900,1367,Low
5 Series,2014,South America,Grey,Electric,Automatic,2.3,136334,3261,Low
i3,2019,Europe,Red,Electric,Automatic,1.6,156958,9704,High
5 Series,2012,Africa,Silver,Electric,Manual,2.2,35405,2981,Low
i8,2010,Europe,Grey,Diesel,Manual,2.6,177770,2473,Low
3 Series,2022,Africa,Black,Diesel,Manual,4.2,85562,9502,High
i3,2014,North America,Black,Diesel,Manual,4.5,4645,776,Low
X5,2020,Africa,White,Hybrid,Automatic,3.9,27374,6281,Low
i8,2019,Europe,Blue,Hybrid,Manual,4.4,141316,7226,High
X6,2010,North America,Silver,Hybrid,Manual,1.6,178073,9952,High
7 Series,2012,North America,Silver,Diesel,Manual,4.2,69029,7418,High
X1,2018,Europe,Silver,Electric,Automatic,2.2,186246,3630,Low
X3,2015,Middle East,Silver,Diesel,Automatic,4.4,114801,5995,Low
5 Series,2018,Europe,Black,Hybrid,Manual,2.2,136365,9497,High
5 Series,2019,North America,White,Electric,Automatic,3.2,56067,4542,Low
5 Series,2012,Asia,Silver,Petrol,Automatic,3.7,113092,6635,Low
X1,2010,Africa,Grey,Electric,Automatic,3.5,114766,6498,Low
M5,2017,Asia,White,Hybrid,Manual,5,188519,7894,High
i3,2024,Europe,Grey,Electric,Automatic,4.7,17479,7558,High
X5,2015,Middle East,Red,Petrol,Manual,4.8,113884,1346,Low
M3,2017,Asia,Black,Electric,Automatic,4.7,24850,554,Low
X3,2023,Asia,White,Electric,Automatic,2.8,170284,9602,High
X5,2022,Africa,Red,Hybrid,Manual,3.5,30589,4477,Low
3 Series,2023,Asia,Blue,Hybrid,Manual,3.4,2820,5489,Low
5 Series,2015,Africa,Red,Petrol,Automatic,2.5,186469,3717,Low
3 Series,2020,Europe,Blue,Petrol,Automatic,4.1,24116,8496,High
M5,2014,Asia,Grey,Petrol,Manual,3.1,119894,1717,Low
X5,2019,North America,Grey,Diesel,Manual,3.8,98404,4359,Low
X1,2019,Asia,Black,Electric,Manual,4.2,58859,2829,Low
X6,2024,North America,Blue,Hybrid,Manual,1.6,19430,6582,Low
X3,2017,Africa,Black,Electric,Automatic,4.3,185775,4064,Low
5 Series,2012,Asia,Silver,Hybrid,Automatic,1.5,88870,2309,Low
7 Series,2022,Middle East,Blue,Petrol,Manual,4,195309,7569,High
7 Series,2013,Asia,Grey,Petrol,Automatic,2.1,66764,2611,Low
X6,2014,Europe,Red,Petrol,Automatic,2.7,29050,8107,High
M3,2022,Africa,Blue,Electric,Manual,3.5,30776,3814,Low
M5,2022,Europe,Red,Hybrid,Manual,1.7,82944,515,Low
X5,2022,South America,Black,Petrol,Automatic,3.6,139888,2966,Low
M3,2011,North America,Blue,Electric,Automatic,3.1,40929,8635,High
X5,2018,North America,Red,Hybrid,Automatic,1.8,84430,2939,Low
X5,2010,North America,Silver,Diesel,Manual,1.8,102510,2737,Low
i8,2018,South America,Blue,Hybrid,Manual,3.3,59514,2749,Low
3 Series,2022,Asia,Red,Hybrid,Manual,1.9,69900,5388,Low
M5,2013,Middle East,Red,Hybrid,Automatic,3.5,130708,9352,High
7 Series,2020,North America,White,Diesel,Automatic,4.8,192421,467,Low
i3,2015,Europe,Blue,Electric,Manual,3.7,63616,9045,High
7 Series,2024,North America,Grey,Hybrid,Automatic,2,172544,7591,High
7 Series,2020,Asia,Silver,Petrol,Automatic,1.6,189233,3833,Low
7 Series,2022,Europe,Black,Petrol,Manual,3.6,186165,8175,High
X3,2010,North America,Blue,Electric,Manual,2.5,114220,9392,High
